relative_time_0,packet_length_0,relative_time_1,packet_length_1,relative_time_2,packet_length_2,relative_time_3,packet_length_3,relative_time_4,packet_length_4,label
0,80,3.40E-05,781,6.90E-05,782,0.000436,80,0.000461,742,Discord_video
0,80,0.000214,1098,0.000243,1098,0.000273,1098,0.000303,1098,Discord_video
0,47,1.70E-05,47,1.000839,47,1.000889,47,1.001487,47,Discord_video
0,47,1.80E-05,47,0.000164,47,0.000181,47,0.000204,47,Discord_video
0,103,4.20E-05,102,5.90E-05,155,0.000179,222,0.000198,228,Discord_video
0,47,0.002005,47,0.002032,47,0.002058,47,0.002139,47,Discord_video
0,80,4.20E-05,1183,8.80E-05,1184,0.000133,1184,0.000175,1184,Discord_video
0,80,0.000426,1160,0.000473,1160,0.000523,1160,0.000585,1160,Discord_video
0,47,0.00029,47,0.000461,47,0.000493,47,0.000531,47,Discord_video
0,80,3.70E-05,1179,7.40E-05,1179,0.000113,1179,0.00015,1180,Discord_video
0,227,0.000137,217,0.001196,210,0.002175,200,0.002362,209,Discord_video
0,80,8.20E-05,1131,0.000137,1131,0.000188,1131,0.000236,1131,Discord_video
0,1170,2.10E-05,72,5.90E-05,1172,9.20E-05,735,0.000132,1172,Discord_video
0,80,3.40E-05,1131,6.50E-05,1131,0.000101,1132,0.000134,1132,Discord_video
0,80,3.40E-05,1010,6.20E-05,1010,9.10E-05,1010,0.000121,1010,Discord_video
0,80,8.50E-05,1184,0.000142,1184,0.000245,1184,0.00032,1184,Discord_video
0,136,0.001153,80,0.001252,1180,0.001323,1180,0.00139,1180,Discord_video
0,194,0.000184,733,0.00023,733,0.000273,162,0.000381,847,Discord_video
0,610,5.10E-05,632,0.000161,612,0.000242,74,0.000364,1242,Discord_video
0,80,4.40E-05,1206,9.90E-05,1206,0.000138,1206,0.000157,47,Discord_video
0,80,3.40E-05,1112,8.20E-05,1112,0.00012,1112,0.000161,1112,Discord_video
0,80,0.000344,944,0.000653,212,0.001154,209,0.001178,80,Discord_video
0,220,0.000183,80,0.000265,1160,0.000328,1160,0.000367,1160,Discord_video
0,194,6.90E-05,725,0.00011,725,0.000151,727,0.000268,735,Discord_video
0,610,0.000143,745,0.000237,612,0.000323,745,0.000622,612,Discord_video
0,80,2.80E-05,1119,6.20E-05,1119,9.20E-05,1119,0.000122,1119,Discord_video
0,223,4.40E-05,80,0.000105,1116,0.000135,1116,0.000155,220,Discord_video
0,80,2.90E-05,1169,5.80E-05,1169,8.70E-05,1169,0.000115,1169,Discord_video
0,225,5.60E-05,998,7.40E-05,224,0.000296,228,0.000321,947,Discord_video
0,194,0.000196,718,0.000271,719,0.000298,162,0.000327,811,Discord_video
0,799,2.20E-05,443,5.00E-05,801,7.70E-05,763,0.000109,1242,Discord_video
0,234,0.00012,80,0.000156,1183,0.000189,1183,0.000216,1184,Discord_video
0,80,3.90E-05,1162,7.70E-05,1162,0.000414,80,0.000468,1116,Discord_video
0,221,0.000843,80,0.000882,1192,0.000912,1193,0.00096,1193,Discord_video
0,80,2.40E-05,894,0.0002,895,0.001227,80,0.001256,1197,Discord_video
0,80,4.30E-05,1200,7.40E-05,1200,0.000108,1200,0.000195,1201,Discord_video
0,730,4.40E-05,732,8.50E-05,732,0.000131,732,0.000279,732,Discord_video
0,190,2.00E-05,80,0.000152,1134,0.003005,192,0.003025,80,Discord_video
0,80,3.10E-05,1203,0.000301,1204,0.001224,1204,0.001599,1204,Discord_video
0,649,0.000271,693,0.000659,692,0.001058,716,0.001456,699,Discord_video
0,80,5.70E-05,1097,8.80E-05,1097,0.000113,1097,0.000139,1097,Discord_video
0,194,9.50E-05,762,0.000197,762,0.000267,857,0.000434,859,Discord_video
0,47,4.20E-05,47,7.60E-05,47,0.000107,47,0.000701,47,Discord_video
0,883,1.40E-05,110,0.000293,109,0.000314,787,0.000413,103,Discord_video
0,80,2.60E-05,1196,5.10E-05,1196,7.70E-05,1196,0.000102,1196,Discord_video
0,1075,0.00041,1062,0.000818,1013,0.001194,1023,0.00151,952,Discord_video
0,80,3.60E-05,1195,7.10E-05,1195,0.000106,1195,0.000143,1195,Discord_video
0,194,2.30E-05,685,4.70E-05,686,6.30E-05,162,8.50E-05,789,Discord_video
0,47,1.30E-05,47,0.000114,47,0.000338,47,1.000887,47,Discord_video
0,244,0.000203,252,0.000266,80,0.0003,1110,0.000335,1111,Discord_video
0,155,2.10E-05,80,6.90E-05,1099,0.00011,1099,0.000179,226,Discord_video
0,80,2.60E-05,1108,5.40E-05,1108,8.00E-05,1108,0.000106,1108,Discord_video
0,220,1.40E-05,80,4.10E-05,1136,6.80E-05,1136,0.000162,235,Discord_video
0,1213,9.40E-05,1213,0.000222,731,0.000349,1213,0.000478,1213,Discord_video
0,47,0.000231,47,0.000495,47,0.0009,47,0.00125,47,Discord_video
0,80,0.000101,1167,0.000173,1167,0.000241,1167,0.000343,1167,Discord_video
0,944,0.000138,927,0.001858,80,0.001922,646,0.001983,646,Discord_video
0,80,2.70E-05,1142,5.50E-05,1142,8.10E-05,1142,0.000109,1142,Discord_video
0,80,2.20E-05,658,4.50E-05,659,1.000816,80,1.000876,1186,Discord_video
0,47,5.20E-05,47,0.000161,47,0.000186,47,0.000205,47,Discord_video
0,103,2.70E-05,103,0.000222,130,0.000247,140,0.000345,175,Discord_video
0,47,0.00028,47,0.000413,47,0.000998,47,0.001018,47,Discord_video
0,80,0.000145,1010,0.000181,1010,0.000807,80,0.000842,1020,Discord_video
0,80,3.50E-05,1187,7.10E-05,1187,0.000109,1187,0.000144,1187,Discord_video
0,47,9.40E-05,47,0.000669,47,0.000688,47,0.001223,47,Discord_video
0,220,0.00045,198,0.000681,198,0.001347,228,0.001495,225,Discord_video
0,80,3.30E-05,1121,6.30E-05,1121,9.30E-05,1121,0.000122,1121,Discord_video
0,80,0.000101,1155,0.000177,1155,0.000246,1155,0.000315,1156,Discord_video
0,630,6.50E-05,681,0.000135,1242,0.000187,630,0.0003,630,Discord_video
0,80,4.00E-05,1166,7.60E-05,1166,0.000148,1166,0.000189,1167,Discord_video
0,80,5.50E-05,662,0.000812,1136,0.001755,80,0.001809,658,Discord_video
0,80,7.10E-05,1192,0.00014,1192,0.000208,1192,0.000276,1192,Discord_video
0,80,0.000111,752,0.000212,80,0.000261,638,0.000335,639,Discord_video
0,47,0.000177,47,0.000309,47,0.000329,47,0.000346,47,Discord_video
0,101,0.000101,102,0.000143,180,0.000219,218,0.000604,193,Discord_video
0,1068,0.000852,1131,0.000916,1054,0.001475,1098,0.00226,1085,Discord_video
0,80,2.60E-05,1149,5.40E-05,1150,8.10E-05,1150,0.000166,1150,Discord_video
0,80,1.30E-05,1071,0.000129,1071,0.000141,1071,0.000154,1071,Discord_video
0,80,1.50E-05,1167,3.00E-05,1167,4.30E-05,1167,5.70E-05,1168,Discord_video
0,194,2.60E-05,704,5.00E-05,705,7.30E-05,723,9.70E-05,725,Discord_video
0,215,1.70E-05,224,0.000228,176,0.000549,132,0.000749,610,Discord_video
0,80,4.20E-05,1100,8.30E-05,1100,0.000113,1100,0.000304,1101,Discord_video
0,80,3.20E-05,1014,6.10E-05,1014,9.10E-05,1014,0.000337,80,Discord_video
0,221,2.90E-05,80,5.60E-05,1112,8.30E-05,1112,0.000108,1112,Discord_video
0,221,0.000209,80,0.000333,1189,0.000381,210,0.000466,205,Discord_video
0,194,5.40E-05,756,0.000107,756,0.000144,162,0.000202,867,Discord_video
0,610,0.000145,632,0.000185,612,0.000247,618,0.000301,1242,Discord_video
0,80,0.000261,1028,0.000299,1029,0.000357,1029,0.000398,1029,Discord_video
0,80,6.40E-05,809,0.000104,809,0.000189,80,0.000253,834,Discord_video
0,910,0.001046,797,0.001767,821,0.001911,781,0.003317,836,Discord_video
0,80,4.00E-05,1155,0.000315,1155,0.000346,1155,0.000378,1155,Discord_video
0,194,2.90E-05,716,0.000364,717,0.000384,162,0.000419,802,Discord_video
0,47,1.50E-05,47,0.002587,47,0.002653,47,0.004303,47,Discord_video
0,80,4.60E-05,1166,9.20E-05,1166,0.000147,1166,0.000199,1166,Discord_video
0,827,0.000596,808,0.00128,838,0.002026,863,0.002563,866,Discord_video
0,80,5.50E-05,1175,0.000102,1175,0.000149,1175,0.000197,1175,Discord_video
0,225,0.002046,229,0.002201,861,0.003156,228,0.003248,856,Discord_video
0,943,0.000156,943,0.000201,943,0.000515,80,0.000866,970,Discord_video
0,80,4.60E-05,1120,9.40E-05,1120,0.000133,1120,0.000173,1120,Discord_video
0,678,0.00048,618,0.000503,625,0.001071,636,0.001706,578,Discord_video
0,80,2.90E-05,1157,5.90E-05,1157,8.80E-05,1157,0.000116,1157,Discord_video
0,858,0.000456,895,0.001283,937,0.001904,781,0.001995,726,Discord_video
0,80,3.80E-05,1095,7.50E-05,1095,0.000152,1095,0.000219,1095,Discord_video
0,194,2.70E-05,717,6.70E-05,717,8.70E-05,162,0.000114,819,Discord_video
0,610,0.000128,632,0.000153,612,0.000187,1242,0.000258,612,Discord_video
0,80,3.80E-05,1160,8.10E-05,1161,0.000142,1161,0.000186,1161,Discord_video
0,102,3.10E-05,858,0.000202,138,0.000775,227,0.000811,849,Discord_video
0,1155,4.10E-05,1155,0.000601,211,0.000983,80,0.001894,1131,Discord_video
0,80,7.70E-05,1099,0.000104,1099,0.000129,1099,0.00023,1099,Discord_video
0,1083,0.000173,1083,0.000271,1083,0.00038,80,0.000511,1163,Discord_video
0,437,0.000121,805,0.000202,439,0.000428,888,0.000537,1242,Discord_video
0,110,5.40E-05,80,0.000517,958,0.000589,958,0.000614,101,Discord_video
0,80,3.80E-05,1119,7.40E-05,1119,0.000112,1119,0.00015,1119,Discord_video
0,80,3.90E-05,1187,7.70E-05,1187,0.000115,1187,0.000153,1187,Discord_video
0,80,3.80E-05,1004,7.30E-05,1004,0.000108,1004,0.000143,1004,Discord_video
0,47,7.90E-05,47,9.80E-05,47,0.000115,47,0.000132,47,Discord_video
0,102,7.90E-05,102,0.00011,155,0.000146,155,0.000173,149,Discord_video
0,47,7.20E-05,47,0.000367,47,0.001635,47,0.001673,47,Discord_video
0,80,4.00E-05,1178,7.60E-05,1178,0.000111,1178,0.000151,1178,Discord_video
0,80,0.000105,1076,0.000144,1076,0.000207,80,0.000251,1203,Discord_video
0,47,0.000834,47,0.003035,47,0.003058,47,0.00308,47,Discord_video
0,80,5.70E-05,1123,8.50E-05,1123,0.00011,1123,0.000158,1123,Discord_video
0,137,2.00E-05,137,4.10E-05,183,6.00E-05,201,8.60E-05,206,Discord_video
0,47,2.00E-05,47,0.000153,47,0.000173,47,0.000269,47,Discord_video
0,184,5.10E-05,655,0.000101,656,0.000168,1128,0.000241,1130,Discord_video
0,80,3.80E-05,1163,9.10E-05,1163,0.000231,1163,0.00027,1163,Discord_video
0,80,3.70E-05,1048,0.000129,1049,0.000164,1049,0.000209,1049,Discord_video
0,47,7.00E-05,47,8.70E-05,47,0.001637,47,0.001654,47,Discord_video
0,80,3.40E-05,1163,6.90E-05,1163,0.000104,1163,0.000138,1164,Discord_video
0,80,3.10E-05,857,6.10E-05,857,8.00E-05,80,0.000155,734,Discord_video
0,47,0.000936,47,0.000974,47,0.000993,47,0.001774,47,Discord_video
0,80,0.000351,1207,0.000435,1207,0.000525,1207,0.000614,1208,Discord_video
0,569,0.000925,554,0.001773,608,0.002948,564,0.003663,527,Discord_video
0,690,0.000709,80,0.000971,1111,0.000999,1111,0.001028,1111,Discord_video
0,80,4.10E-05,1192,7.40E-05,1192,0.000103,1192,0.000133,1192,Discord_video
0,593,0.000535,80,0.000569,1114,0.000606,1114,0.000653,1114,Discord_video
0,80,4.30E-05,1187,8.00E-05,1187,0.000116,1187,0.000151,1187,Discord_video
0,47,4.70E-05,47,0.000329,47,0.000654,47,0.000767,47,Discord_video
0,611,2.60E-05,631,5.80E-05,613,0.000137,631,0.00017,613,Discord_video
0,102,0.000319,80,0.000476,1200,0.00054,1200,0.000593,1200,Discord_video
0,80,0.000205,1118,0.000252,234,0.001603,213,0.001631,80,Discord_video
0,47,0.000267,80,0.000294,1139,0.000322,1139,0.000349,1139,Discord_video
0,80,5.30E-05,938,7.80E-05,938,0.000676,80,0.00092,907,Discord_video
0,194,5.70E-05,697,0.00011,697,0.000149,162,0.00028,806,Discord_video
0,47,2.10E-05,47,3.90E-05,47,5.90E-05,47,0.00028,47,Discord_video
0,80,3.20E-05,1187,6.40E-05,1187,9.60E-05,1187,0.000128,1187,Discord_video
0,80,3.10E-05,1168,6.30E-05,1168,0.000261,1169,0.000294,1169,Discord_video
0,80,2.90E-05,1163,0.000115,1163,0.000155,1164,0.0002,1164,Discord_video
0,80,4.90E-05,1171,0.000566,1172,0.000593,1172,0.000653,1172,Discord_video
0,47,3.30E-05,47,0.000221,47,0.00031,47,0.000346,47,Discord_video
0,103,2.30E-05,103,5.60E-05,106,8.10E-05,194,0.000106,239,Discord_video
0,80,4.10E-05,936,8.30E-05,937,0.000125,937,0.000189,937,Discord_video
0,224,2.00E-05,225,3.70E-05,80,0.000531,1162,0.000578,1162,Discord_video
0,47,0.001255,47,0.00182,47,0.001889,47,0.003127,47,Discord_video
0,80,8.40E-05,1159,0.000154,1159,0.000224,1159,0.000303,1159,Discord_video
0,80,6.10E-05,650,0.000175,651,0.000307,80,0.00037,696,Discord_video
0,47,0.000765,47,0.000782,47,0.001212,47,0.001261,47,Discord_video
0,47,2.20E-05,47,4.40E-05,47,6.70E-05,47,8.90E-05,47,Discord_video
0,102,1.00E-04,102,0.000171,120,0.001293,102,0.001401,102,Discord_video
0,47,0.00049,47,0.000808,47,0.000828,47,0.000847,47,Discord_video
0,80,6.80E-05,1180,0.000133,1180,0.00017,1180,0.000205,1181,Discord_video
0,133,0.000841,136,0.00133,210,0.001385,218,0.002344,207,Discord_video
0,47,0.000256,47,0.000282,47,0.000343,47,0.00051,47,Discord_video
0,80,3.40E-05,1003,6.60E-05,1004,0.014761,80,0.014791,1003,Discord_video
0,103,5.10E-05,103,9.40E-05,131,0.00014,220,0.00019,232,Discord_video
0,194,2.80E-05,720,5.60E-05,721,7.50E-05,162,0.000105,838,Discord_video
0,610,5.20E-05,632,0.0001,612,0.00014,318,0.000213,1242,Discord_video
0,219,0.000325,699,0.00034,227,0.00038,226,0.0004,669,Discord_video
0,80,2.70E-05,1212,5.40E-05,1212,0.000108,1212,0.000135,1212,Discord_video
0,80,2.40E-05,1110,4.70E-05,1110,7.10E-05,1110,9.50E-05,1111,Discord_video
0,796,0.000372,809,0.000843,828,0.995271,815,0.99614,801,Discord_video
0,194,2.60E-05,695,5.30E-05,695,6.90E-05,162,9.30E-05,798,Discord_video
0,589,2.20E-05,653,4.60E-05,591,0.000107,1242,0.000127,591,Discord_video
0,103,3.40E-05,975,0.000474,102,0.000507,977,0.000528,204,Discord_video
0,80,3.60E-05,1144,7.20E-05,1144,0.000106,1144,0.000142,1144,Discord_video
0,1051,5.50E-05,1068,0.005629,1052,0.006463,1073,0.00656,1048,Discord_video
0,80,5.50E-05,1148,0.000111,1148,0.000166,1148,0.000222,1148,Discord_video
0,162,6.70E-05,699,0.00016,699,0.000353,701,0.000573,701,Discord_video
0,47,5.80E-05,47,0.000321,47,0.000987,47,0.001038,47,Discord_video
0,80,3.30E-05,1135,6.70E-05,1135,0.000102,1135,0.000153,1135,Discord_video
0,80,3.50E-05,1152,6.90E-05,1152,0.000105,1152,0.000139,1152,Discord_video
0,47,0.000253,80,0.00028,1152,0.000306,1152,0.000332,1152,Discord_video
0,47,1.30E-05,80,3.80E-05,1200,6.40E-05,1200,0.000129,1200,Discord_video
0,47,0.000114,47,0.000133,47,0.000157,47,0.00024,47,Discord_video
0,135,2.20E-05,148,0.000721,217,0.000765,227,0.002387,234,Discord_video
0,47,1.50E-05,80,4.80E-05,1189,8.10E-05,1190,0.000112,1190,Discord_video
0,80,5.20E-05,884,7.80E-05,884,9.40E-05,119,0.000155,47,Discord_video
0,120,1.70E-05,80,5.40E-05,1147,9.70E-05,1147,0.000133,1147,Discord_video
0,80,6.30E-05,876,0.000437,876,0.000596,80,0.000634,1208,Discord_video
0,194,2.90E-05,691,0.00022,692,0.000247,734,0.000277,736,Discord_video
0,47,0.000104,47,0.00014,47,0.000574,47,0.000979,47,Discord_video
0,80,3.40E-05,1150,6.80E-05,1150,0.000103,1150,0.000136,1150,Discord_video
0,215,9.00E-05,207,0.000108,80,0.000141,1028,0.000173,1028,Discord_video
0,983,0.001847,1117,0.001912,999,0.002606,1044,0.002633,919,Discord_video
0,80,8.40E-05,1115,0.000124,1115,0.000193,1115,0.000237,1115,Discord_video
0,47,1.50E-05,47,4.90E-05,47,0.000306,47,0.000322,47,Discord_voice
0,102,0.000333,101,0.000669,158,0.000795,223,0.000887,222,Discord_voice
0,47,2.50E-05,47,4.40E-05,47,23.071486,103,23.071511,102,Discord_voice
0,103,3.50E-05,103,6.90E-05,103,0.00011,166,0.000153,198,Discord_voice
0,47,0.000104,47,0.000117,47,0.000235,47,0.000248,47,Discord_voice
0,103,4.00E-05,103,0.000122,140,0.000229,194,0.000453,176,Discord_voice
0,47,2.70E-05,47,4.40E-05,47,5.90E-05,47,0.000198,47,Discord_voice
0,102,0.000466,112,0.000574,189,0.000724,235,0.000808,238,Discord_voice
0,114,0.000123,185,0.00016,220,0.000234,215,0.000323,218,Discord_voice
0,103,5.20E-05,103,0.00012,102,0.000163,162,0.000251,239,Discord_voice
0,103,3.60E-05,103,7.30E-05,103,0.00011,103,0.000146,103,Discord_voice
0,153,3.70E-05,149,7.20E-05,160,0.000109,162,0.000146,173,Discord_voice
0,47,0.000151,47,0.000247,47,0.000289,47,0.000323,47,Discord_voice
0,47,4.90E-05,47,0.000332,47,0.000553,47,0.00105,47,Discord_voice
0,47,2.004319,118,2.004411,125,2.004474,171,2.004507,204,Discord_voice
0,164,2.30E-05,170,4.90E-05,207,7.00E-05,220,9.20E-05,186,Discord_voice
0,223,3.90E-05,220,0.000151,203,0.000189,211,0.000225,214,Discord_voice
0,103,5.90E-05,103,9.80E-05,105,0.000139,168,0.000192,191,Discord_voice
0,47,0.000301,47,0.00044,47,0.000513,47,0.000541,47,Discord_voice
0,47,3.10E-05,47,6.20E-05,47,9.30E-05,47,0.000123,47,Discord_voice
0,102,2.80E-05,102,6.20E-05,138,8.10E-05,162,0.000423,187,Discord_voice
0,125,0.000121,122,0.000314,170,1.002494,222,1.00251,225,Discord_voice
0,47,3.00E-05,47,5.010526,103,5.010625,116,5.010759,158,Discord_voice
0,103,0.00013,102,0.00015,102,0.000171,156,0.000193,202,Discord_voice
0,47,0.000228,47,1.002378,47,1.002432,47,1.002471,47,Discord_voice
0,103,0.000134,130,0.000176,189,0.000248,207,0.000323,157,Discord_voice
0,213,3.70E-05,216,7.40E-05,224,0.000111,221,0.000147,225,Discord_voice
0,210,2.70E-05,217,5.40E-05,221,9.10E-05,213,0.000121,211,Discord_voice
0,115,2.80E-05,120,1.00018,117,1.00033,47,1.000355,47,Discord_voice
0,181,5.60E-05,195,9.10E-05,222,0.000119,219,0.000182,217,Discord_voice
0,47,3.90E-05,47,5.90E-05,47,8.00E-05,47,0.000152,47,Discord_voice
0,98,1.90E-05,113,5.70E-05,216,7.50E-05,234,9.10E-05,234,Discord_voice
0,103,3.60E-05,103,7.30E-05,47,0.000105,47,0.000138,47,Discord_voice
0,113,3.60E-05,115,7.10E-05,47,0.000104,47,0.000136,47,Discord_voice
0,212,0.000425,200,0.000626,173,0.000867,123,0.458459,212,Discord_voice
0,234,0.000168,222,0.000543,234,0.00061,218,0.458203,234,Discord_voice
0,47,3.70E-05,47,9.80E-05,47,0.000132,47,0.000177,47,Discord_voice
0,102,0.000346,102,0.000394,125,0.000449,192,0.000638,226,Discord_voice
0,229,5.30E-05,220,9.40E-05,175,0.000148,221,0.000193,221,Discord_voice
0,174,7.70E-05,193,0.000147,144,0.000267,103,0.000371,103,Discord_voice
0,103,7.70E-05,182,0.000191,227,0.000267,252,0.000307,226,Discord_voice
0,103,6.20E-05,123,0.000121,230,0.000163,224,0.00031,216,Discord_voice
0,47,5.90E-05,47,9.30E-05,47,0.000148,47,0.000167,47,Discord_voice
0,102,8.80E-05,103,0.000116,174,0.000145,201,0.000246,149,Discord_voice
0,47,0.000125,47,0.000173,47,0.000304,47,0.000378,155,Discord_voice
0,228,0.000125,224,0.000213,217,0.000316,229,0.000389,240,Discord_voice
0,107,7.30E-05,102,0.000273,102,0.000307,102,0.00034,103,Discord_voice
0,47,0.000202,47,0.824166,47,0.824418,47,1.828516,103,Discord_voice
0,220,0.0002,230,0.000229,231,0.000257,222,0.000278,211,Discord_voice
0,210,0.000371,212,0.000472,191,0.000541,213,0.000687,213,Discord_voice
0,217,4.00E-05,230,8.10E-05,219,0.000153,222,0.000229,216,Discord_voice
0,228,5.50E-05,227,0.000131,217,0.000206,221,0.000316,221,Discord_voice
0,151,3.80E-05,108,7.60E-05,102,0.000119,103,0.000229,103,Discord_voice
0,223,3.80E-05,213,7.60E-05,192,0.000118,143,0.000232,135,Discord_voice
0,47,4.60E-05,47,8.80E-05,47,0.00012,47,0.000152,47,Discord_voice
0,103,5.10E-05,112,0.000733,165,0.000938,181,0.001093,108,Discord_voice
0,47,3.10E-05,47,1.005559,102,1.005691,103,1.005716,103,Discord_voice
0,223,0.000429,209,0.000469,223,0.000507,217,0.000576,198,Discord_voice
0,128,4.20E-05,151,8.20E-05,202,0.000119,209,0.000158,227,Discord_voice
0,103,9.00E-05,102,0.000222,154,0.000483,192,0.000585,161,Discord_voice
0,47,9.20E-05,47,0.000125,47,0.000157,47,0.000199,47,Discord_voice
0,221,4.50E-05,218,9.80E-05,215,0.000339,213,0.000422,207,Discord_voice
0,103,0.000172,105,0.000286,130,0.000373,140,0.000724,169,Discord_voice
0,103,2.50E-05,102,0.00021,158,0.000298,201,0.000512,198,Discord_voice
0,102,3.80E-05,102,0.000111,108,0.000153,166,0.000193,211,Discord_voice
0,103,3.70E-05,102,0.000107,163,0.000153,211,0.000191,173,Discord_voice
0,47,3.20E-05,47,6.20E-05,47,0.000292,193,0.000336,226,Discord_voice
0,215,0.00011,232,0.000157,237,0.000197,215,0.000256,212,Discord_voice
0,118,0.000285,107,0.000471,103,0.00056,103,0.001113,102,Discord_voice
0,222,0.000257,210,0.000441,207,0.000593,201,0.001099,186,Discord_voice
0,232,3.80E-05,226,0.000109,227,0.00021,213,0.000247,198,Discord_voice
0,103,4.20E-05,103,8.10E-05,102,0.000122,208,0.000168,211,Discord_voice
